state,district,market,commodity,current_month,forecast_horizon_months,forecast_month,current_price,predicted_price,lower_bound,upper_bound,uncertainty_width,price_change_pct,market_signal,weather_reference_month,rainfall_total_mm,rainfall_mean_daily_mm,rainy_days,heavy_rain_days,extreme_rain_days,max_daily_rainfall_mm,temperature_mean_c,temperature_min_c,temperature_max_c,heatwave_days,weather_disruption_score,weather_risk_level,weather_risk_explanation,weather_data_status,weather_is_forecast
Bihar,Gaya,Gaya Market,Onion,2026-08-01,1,2026-09-01,3446.4603225806454,3506.3645909846364,3395.7493497311825,3590.235135330261,194.48578559907853,1.7381389250735884,STABLE,2026-08-01,205.9125912185567,6.642341652211507,27,1,1,77.6203156869806,31.790666653116144,28.702931411925515,36.84632790351837,0,2,MODERATE,Moderate weather-disruption signal based on observed weather events.,SYNTHETIC_DEMO_DATA,False
Bihar,Gaya,Gaya Market,Onion,2026-08-01,2,2026-10-01,3446.4603225806454,3414.0076483623825,3298.294700030722,3517.39154289006,219.0968428593378,-0.9416233230842178,STABLE,2026-08-01,205.9125912185567,6.642341652211507,27,1,1,77.6203156869806,31.790666653116144,28.702931411925515,36.84632790351837,0,2,MODERATE,Moderate weather-disruption signal based on observed weather events.,SYNTHETIC_DEMO_DATA,False
Bihar,Gaya,Gaya Market,Onion,2026-08-01,3,2026-11-01,3446.4603225806454,3393.6838228086717,3237.447833064516,3544.329979072581,306.88214600806486,-1.5313247457453998,STABLE,2026-08-01,205.9125912185567,6.642341652211507,27,1,1,77.6203156869806,31.790666653116144,28.702931411925515,36.84632790351837,0,2,MODERATE,Moderate weather-disruption signal based on observed weather events.,SYNTHETIC_DEMO_DATA,False
Bihar,Gaya,Gaya Market,Potato,2026-08-01,1,2026-09-01,1494.281935483871,1473.954011082244,1434.0077747311827,1507.7069252841784,73.69915055299566,-1.3603807901916716,STABLE,2026-08-01,205.9125912185567,6.642341652211507,27,1,1,77.6203156869806,31.790666653116144,28.702931411925515,36.84632790351837,0,2,MODERATE,Moderate weather-disruption signal based on observed weather events.,SYNTHETIC_DEMO_DATA,False
Bihar,Gaya,Gaya Market,Potato,2026-08-01,2,2026-10-01,1494.281935483871,1484.059067563088,1438.3412866666663,1536.525214285714,98.1839276190476,-0.6841324704546152,STABLE,2026-08-01,205.9125912185567,6.642341652211507,27,1,1,77.6203156869806,31.790666653116144,28.702931411925515,36.84632790351837,0,2,MODERATE,Moderate weather-disruption signal based on observed weather events.,SYNTHETIC_DEMO_DATA,False
Bihar,Gaya,Gaya Market,Potato,2026-08-01,3,2026-11-01,1494.281935483871,1534.7664851370384,1491.5541041788856,1589.0268704301077,97.47276625122208,2.709297937143167,RISING,2026-08-01,205.9125912185567,6.642341652211507,27,1,1,77.6203156869806,31.790666653116144,28.702931411925515,36.84632790351837,0,2,MODERATE,Moderate weather-disruption signal based on observed weather events.,SYNTHETIC_DEMO_DATA,False
Bihar,Gaya,Gaya Market,Rice,2026-08-01,1,2026-09-01,3651.7425806451615,3487.4242879690896,3442.1080395698923,3546.64817311828,104.54013354838752,-4.499722777475772,FALLING,2026-08-01,205.9125912185567,6.642341652211507,27,1,1,77.6203156869806,31.790666653116144,28.702931411925515,36.84632790351837,0,2,MODERATE,Moderate weather-disruption signal based on observed weather events.,SYNTHETIC_DEMO_DATA,False
Bihar,Gaya,Gaya Market,Rice,2026-08-01,2,2026-10-01,3651.7425806451615,3329.011984394552,3239.4146524028965,3446.037731021505,206.6230786186084,-8.837714847731457,FALLING,2026-08-01,205.9125912185567,6.642341652211507,27,1,1,77.6203156869806,31.790666653116144,28.702931411925515,36.84632790351837,0,2,MODERATE,Moderate weather-disruption signal based on observed weather events.,SYNTHETIC_DEMO_DATA,False
Bihar,Gaya,Gaya Market,Rice,2026-08-01,3,2026-11-01,3651.7425806451615,3220.36470260967,3159.8002468817203,3290.1021719354835,130.30192505376317,-11.81293227846523,FALLING,2026-08-01,205.9125912185567,6.642341652211507,27,1,1,77.6203156869806,31.790666653116144,28.702931411925515,36.84632790351837,0,2,MODERATE,Moderate weather-disruption signal based on observed weather events.,SYNTHETIC_DEMO_DATA,False
Bihar,Gaya,Gaya Market,Tomato,2026-08-01,1,2026-09-01,1733.033870967742,1672.5495218584138,1612.552032795699,1744.986174551971,132.4341417562723,-3.4900846499643507,FALLING,2026-08-01,205.9125912185567,6.642341652211507,27,1,1,77.6203156869806,31.790666653116144,28.702931411925515,36.84632790351837,0,2,MODERATE,Moderate weather-disruption signal based on observed weather events.,SYNTHETIC_DEMO_DATA,False
Bihar,Gaya,Gaya Market,Tomato,2026-08-01,2,2026-10-01,1733.033870967742,1704.4887754329466,1616.228349247312,1816.6915973886328,200.4632481413212,-1.6471170017499714,STABLE,2026-08-01,205.9125912185567,6.642341652211507,27,1,1,77.6203156869806,31.790666653116144,28.702931411925515,36.84632790351837,0,2,MODERATE,Moderate weather-disruption signal based on observed weather events.,SYNTHETIC_DEMO_DATA,False
Bihar,Gaya,Gaya Market,Tomato,2026-08-01,3,2026-11-01,1733.033870967742,1783.7973657816035,1726.1694888888892,1876.638403552228,150.4689146633384,2.929169225383622,RISING,2026-08-01,205.9125912185567,6.642341652211507,27,1,1,77.6203156869806,31.790666653116144,28.702931411925515,36.84632790351837,0,2,MODERATE,Moderate weather-disruption signal based on observed weather events.,SYNTHETIC_DEMO_DATA,False
Bihar,Gaya,Gaya Market,Wheat,2026-08-01,1,2026-09-01,3259.0254838709675,3117.4337120959144,3082.6415155555555,3155.1265580645168,72.48504250896121,-4.3446046210990295,FALLING,2026-08-01,205.9125912185567,6.642341652211507,27,1,1,77.6203156869806,31.790666653116144,28.702931411925515,36.84632790351837,0,2,MODERATE,Moderate weather-disruption signal based on observed weather events.,SYNTHETIC_DEMO_DATA,False
Bihar,Gaya,Gaya Market,Wheat,2026-08-01,2,2026-10-01,3259.0254838709675,3091.1562391906664,3027.1340617511523,3138.678846344086,111.54478459293388,-5.150903100055276,FALLING,2026-08-01,205.9125912185567,6.642341652211507,27,1,1,77.6203156869806,31.790666653116144,28.702931411925515,36.84632790351837,0,2,MODERATE,Moderate weather-disruption signal based on observed weather events.,SYNTHETIC_DEMO_DATA,False
Bihar,Gaya,Gaya Market,Wheat,2026-08-01,3,2026-11-01,3259.0254838709675,3125.480998740218,3087.9097174731182,3176.259117741936,88.34940026881713,-4.097681524482263,FALLING,2026-08-01,205.9125912185567,6.642341652211507,27,1,1,77.6203156869806,31.790666653116144,28.702931411925515,36.84632790351837,0,2,MODERATE,Moderate weather-disruption signal based on observed weather events.,SYNTHETIC_DEMO_DATA,False
Bihar,Muzaffarpur,Muzaffarpur Market,Onion,2026-08-01,1,2026-09-01,3100.4812903225807,3250.145506352506,3213.892821505376,3280.548618375576,66.65579687019999,4.827128500890061,RISING,2026-08-01,155.0847840840278,5.00273497045251,29,1,0,27.6626024334836,31.22824906249593,25.0064924680061,34.853259226183,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Muzaffarpur,Muzaffarpur Market,Onion,2026-08-01,2,2026-10-01,3100.4812903225807,3394.0686826224205,3343.519650298685,3474.7950161761632,131.27536587747773,9.46909091876166,RISING,2026-08-01,155.0847840840278,5.00273497045251,29,1,0,27.6626024334836,31.22824906249593,25.0064924680061,34.853259226183,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Muzaffarpur,Muzaffarpur Market,Onion,2026-08-01,3,2026-11-01,3100.4812903225807,3464.106771948422,3409.097394504182,3532.2390202764977,123.14162577231582,11.728033410838922,RISING,2026-08-01,155.0847840840278,5.00273497045251,29,1,0,27.6626024334836,31.22824906249593,25.0064924680061,34.853259226183,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Muzaffarpur,Muzaffarpur Market,Potato,2026-08-01,1,2026-09-01,1529.677741935484,1590.6724303427122,1553.161577419355,1620.044251280082,66.88267386072698,3.9874207968831663,RISING,2026-08-01,155.0847840840278,5.00273497045251,29,1,0,27.6626024334836,31.22824906249593,25.0064924680061,34.853259226183,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Muzaffarpur,Muzaffarpur Market,Potato,2026-08-01,2,2026-10-01,1529.677741935484,1672.528632828048,1617.3204716845878,1712.269568404378,94.94909671979008,9.338626494742371,RISING,2026-08-01,155.0847840840278,5.00273497045251,29,1,0,27.6626024334836,31.22824906249593,25.0064924680061,34.853259226183,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Muzaffarpur,Muzaffarpur Market,Potato,2026-08-01,3,2026-11-01,1529.677741935484,1774.8975246024988,1720.8012234677417,1811.5799037634408,90.77868029569912,16.030813284681848,RISING,2026-08-01,155.0847840840278,5.00273497045251,29,1,0,27.6626024334836,31.22824906249593,25.0064924680061,34.853259226183,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Muzaffarpur,Muzaffarpur Market,Rice,2026-08-01,1,2026-09-01,2972.7683870967744,3045.36526579088,2979.6121841397853,3102.203600384025,122.59141624423955,2.4420630617982275,RISING,2026-08-01,155.0847840840278,5.00273497045251,29,1,0,27.6626024334836,31.22824906249593,25.0064924680061,34.853259226183,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Muzaffarpur,Muzaffarpur Market,Rice,2026-08-01,2,2026-10-01,2972.7683870967744,3159.9564909088267,3020.4640261648747,3251.634123870968,231.1700977060932,6.296760441362924,RISING,2026-08-01,155.0847840840278,5.00273497045251,29,1,0,27.6626024334836,31.22824906249593,25.0064924680061,34.853259226183,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Muzaffarpur,Muzaffarpur Market,Rice,2026-08-01,3,2026-11-01,2972.7683870967744,3427.927430038175,3347.679637480798,3507.0548984529296,159.37526097213097,15.310948707508016,RISING,2026-08-01,155.0847840840278,5.00273497045251,29,1,0,27.6626024334836,31.22824906249593,25.0064924680061,34.853259226183,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Muzaffarpur,Muzaffarpur Market,Tomato,2026-08-01,1,2026-09-01,1680.8848387096775,1759.8192447384731,1725.5598555913978,1815.585930269965,90.02607467856728,4.6960032127715055,RISING,2026-08-01,155.0847840840278,5.00273497045251,29,1,0,27.6626024334836,31.22824906249593,25.0064924680061,34.853259226183,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Muzaffarpur,Muzaffarpur Market,Tomato,2026-08-01,2,2026-10-01,1680.8848387096775,1829.756075883948,1745.2155230824376,1908.9053838709683,163.68986078853072,8.856718422693989,RISING,2026-08-01,155.0847840840278,5.00273497045251,29,1,0,27.6626024334836,31.22824906249593,25.0064924680061,34.853259226183,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Muzaffarpur,Muzaffarpur Market,Tomato,2026-08-01,3,2026-11-01,1680.8848387096775,1950.6779538402343,1884.1936448924728,2006.9835529185868,122.7899080261136,16.05066027828904,RISING,2026-08-01,155.0847840840278,5.00273497045251,29,1,0,27.6626024334836,31.22824906249593,25.0064924680061,34.853259226183,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
Bihar,Muzaffarpur,Muzaffarpur Market,Wheat,2026-08-01,1,2026-09-01,3507.947741935484,3314.9125611462496,3268.111841182796,3394.682431599737,126.57059041694085,-5.502795223589295,FALLING,2026-08-01,155.0847840840278,5.00273497045251,29,1,0,27.6626024334836,31.22824906249593,25.0064924680061,34.853259226183,0,0,LOW,Low weather-disruption signal based on the available weather observations.,SYNTHETIC_DEMO_DATA,False
